CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Card_Category,Marital_Status,status
720454158,44,M,2,Unknown,Rp 5.000.000 - Rp 8.000.000,30,6,2,2,9827000.0,600000,9227000.0,2840000,63,0.061,Blue,Single,Existing Customer
715392558,52,M,1,Unknown,> Rp 15.000.000,44,6,1,2,34516000.0,0,34516000.0,2848000,56,0.0,Blue,Single,Existing Customer
778968408,39,M,2,Doctorate,Rp 5.000.000 - Rp 8.000.000,27,4,1,3,5341000.0,0,5341000.0,1955000,47,0.0,Blue,Single,Existing Customer
718682883,41,M,2,Unknown,Rp 8.000.000 - Rp 15.000.000,34,3,3,1,19110000.0,2449000,16661000.0,4478000,76,0.128,Blue,Single,Existing Customer
708886533,50,M,1,Graduate,> Rp 15.000.000,41,4,1,3,13032000.0,1701000,11331000.0,4348000,77,0.131,Blue,Single,Existing Customer
711847833,42,F,2,Graduate,< Rp 3.000.000,32,2,2,2,1933000.0,1127000,806000.0,4833000,71,0.583,Blue,Single,Existing Customer
779296908,46,F,3,Graduate,< Rp 3.000.000,28,5,3,3,1438300.0,576000,862300.0,5098000,66,0.4,Blue,Single,Existing Customer
721449408,40,F,4,Unknown,< Rp 3.000.000,25,6,2,1,2812000.0,2029000,783000.0,4763000,74,0.722,Blue,Single,Existing Customer
721306908,61,F,1,Graduate,Unknown,44,4,3,2,2303000.0,540000,1763000.0,3440000,46,0.234,Blue,Single,Existing Customer
821872758,65,M,0,High School,< Rp 3.000.000,56,4,2,4,12609000.0,2517000,10092000.0,2121000,49,0.2,Silver,Single,Existing Customer
713159133,32,F,2,High School,< Rp 3.000.000,23,4,2,2,14143000.0,1472000,12671000.0,13785000,117,0.104,Silver,Single,Existing Customer
713389233,49,F,3,High School,Unknown,36,3,2,2,31631000.0,0,31631000.0,3418000,58,0.0,Silver,Single,Existing Customer
714332658,42,F,3,Graduate,< Rp 3.000.000,35,5,2,4,5596000.0,1086000,4510000.0,3896000,65,0.194,Blue,Single,Existing Customer
806989008,30,F,0,High School,Unknown,25,4,1,2,12917000.0,1157000,11760000.0,4108000,82,0.09,Blue,Single,Existing Customer
711594858,44,F,1,Unknown,< Rp 3.000.000,36,3,3,2,2936000.0,1297000,1639000.0,4509000,70,0.442,Blue,Single,Existing Customer
716933283,52,M,2,High School,Rp 5.000.000 - Rp 8.000.000,39,4,1,1,34516000.0,1882000,32634000.0,14738000,116,0.055,Gold,Single,Existing Customer
710013258,44,F,3,High School,< Rp 3.000.000,31,3,2,2,1980000.0,823000,1157000.0,4467000,69,0.416,Blue,Single,Existing Customer
709976358,51,F,1,Unknown,< Rp 3.000.000,42,4,3,3,3236000.0,0,3236000.0,3952000,80,0.0,Blue,Single,Existing Customer
709329558,49,F,4,High School,< Rp 3.000.000,34,4,3,2,15569000.0,1554000,14015000.0,4566000,73,0.1,Gold,Single,Existing Customer
710986758,43,M,3,High School,Rp 5.000.000 - Rp 8.000.000,30,6,2,4,11550000.0,1505000,10045000.0,3891000,76,0.13,Blue,Single,Existing Customer
717340608,51,F,3,High School,Unknown,39,1,1,2,34516000.0,1873000,32643000.0,7703000,104,0.054,Gold,Single,Existing Customer
768949983,31,F,2,Unknown,Unknown,25,5,3,1,3288000.0,2495000,793000.0,4370000,83,0.759,Blue,Single,Existing Customer
815772333,48,F,2,Unknown,< Rp 3.000.000,43,6,3,3,1438300.0,0,1438300.0,4059000,89,0.0,Blue,Single,Existing Customer
710520408,52,F,4,High School,Unknown,36,5,3,3,9078000.0,1194000,7884000.0,4458000,87,0.132,Blue,Single,Existing Customer
719620983,41,F,2,Unknown,< Rp 3.000.000,29,6,3,0,2701000.0,1839000,862000.0,4406000,80,0.681,Blue,Single,Existing Customer
711288558,45,F,3,Graduate,< Rp 3.000.000,28,5,2,2,2035000.0,1174000,861000.0,4670000,77,0.577,Blue,Single,Existing Customer
719913783,40,M,3,Graduate,Rp 3.000.000 - Rp 5.000.000,27,2,2,3,7680000.0,1589000,6091000.0,13617000,105,0.207,Blue,Single,Existing Customer
714637908,47,F,4,Unknown,< Rp 3.000.000,36,2,2,1,7940000.0,1669000,6271000.0,15445000,118,0.21,Blue,Single,Existing Customer
710598408,55,F,0,Graduate,< Rp 3.000.000,36,6,1,1,2695000.0,0,2695000.0,4557000,94,0.0,Blue,Single,Existing Customer
717176508,43,F,3,Unknown,Rp 3.000.000 - Rp 5.000.000,34,5,3,4,2656000.0,1166000,1490000.0,4171000,80,0.439,Blue,Single,Existing Customer
719296383,38,M,2,High School,Rp 5.000.000 - Rp 8.000.000,18,1,2,3,34516000.0,1494000,33022000.0,7885000,85,0.043,Gold,Single,Existing Customer
719849958,44,F,4,Graduate,< Rp 3.000.000,36,4,3,3,2658000.0,1884000,774000.0,4779000,83,0.709,Blue,Single,Existing Customer
714850158,49,M,4,Graduate,Rp 8.000.000 - Rp 15.000.000,36,5,1,3,1963000.0,1516000,447000.0,4150000,75,0.772,Blue,Single,Existing Customer
712716108,46,F,2,Graduate,< Rp 3.000.000,36,1,1,1,5785000.0,2130000,3655000.0,7950000,86,0.368,Blue,Single,Existing Customer
787501758,51,F,3,High School,< Rp 3.000.000,39,5,2,1,4038000.0,1237000,2801000.0,4188000,68,0.306,Blue,Single,Existing Customer
788908308,46,M,2,High School,Rp 3.000.000 - Rp 5.000.000,32,2,3,2,5972000.0,0,5972000.0,14227000,116,0.0,Blue,Single,Existing Customer
771079833,40,F,3,High School,< Rp 3.000.000,27,3,3,3,1438300.0,0,1438300.0,4332000,78,0.0,Blue,Single,Existing Customer
712852233,64,F,0,Graduate,< Rp 3.000.000,53,5,3,4,6663000.0,765000,5898000.0,4583000,78,0.115,Blue,Single,Existing Customer
716875083,26,F,0,High School,Rp 3.000.000 - Rp 5.000.000,36,6,3,4,4152000.0,0,4152000.0,2351000,42,0.0,Blue,Single,Existing Customer
717657333,43,F,3,Graduate,< Rp 3.000.000,36,1,3,3,7584000.0,1834000,5750000.0,4783000,65,0.242,Blue,Single,Existing Customer
720029508,50,F,1,Graduate,Rp 3.000.000 - Rp 5.000.000,37,3,1,0,12064000.0,1312000,10752000.0,4100000,67,0.109,Blue,Single,Existing Customer
713557533,34,M,3,High School,Rp 3.000.000 - Rp 5.000.000,21,4,1,3,4353000.0,1655000,2698000.0,2664000,81,0.38,Blue,Single,Existing Customer
715250583,55,M,2,Unknown,Rp 8.000.000 - Rp 15.000.000,48,3,2,3,8082000.0,1138000,6944000.0,4277000,59,0.141,Blue,Single,Existing Customer
818336508,50,M,2,Unknown,> Rp 15.000.000,45,6,2,4,32719000.0,1650000,31069000.0,4037000,60,0.05,Blue,Single,Existing Customer
810261633,44,M,4,Graduate,Rp 5.000.000 - Rp 8.000.000,39,2,2,3,9682000.0,1727000,7955000.0,14991000,95,0.178,Blue,Single,Existing Customer
714635883,48,F,2,Unknown,< Rp 3.000.000,37,3,3,2,3594000.0,1996000,1598000.0,14881000,109,0.555,Blue,Single,Existing Customer
815812683,47,M,3,Unknown,> Rp 15.000.000,42,5,3,2,8856000.0,1433000,7423000.0,5072000,77,0.162,Blue,Single,Existing Customer
797748708,44,M,4,Unknown,Rp 8.000.000 - Rp 15.000.000,38,5,3,4,3936000.0,2024000,1912000.0,5001000,66,0.514,Blue,Single,Existing Customer
721455558,56,M,0,Graduate,Rp 5.000.000 - Rp 8.000.000,44,1,3,2,6828000.0,1859000,4969000.0,14713000,104,0.272,Blue,Single,Existing Customer
788980983,55,M,1,High School,Rp 8.000.000 - Rp 15.000.000,42,1,4,2,34516000.0,1583000,32933000.0,12192000,112,0.046,Blue,Single,Existing Customer
708863733,35,M,3,Unknown,Rp 3.000.000 - Rp 5.000.000,19,1,1,3,22725000.0,808000,21917000.0,13847000,120,0.036,Gold,Single,Existing Customer
718979733,52,M,5,Unknown,Rp 5.000.000 - Rp 8.000.000,36,2,3,2,23712000.0,2195000,21517000.0,16258000,115,0.093,Blue,Single,Existing Customer
757761033,35,F,3,Graduate,Rp 3.000.000 - Rp 5.000.000,28,5,6,2,3250000.0,1560000,1690000.0,4673000,73,0.48,Blue,Single,Existing Customer
711067383,53,M,1,Unknown,> Rp 15.000.000,45,6,2,3,10001000.0,0,10001000.0,4167000,74,0.0,Blue,Single,Existing Customer
721091583,44,F,2,Graduate,< Rp 3.000.000,32,3,3,3,3031000.0,1879000,1152000.0,1298000,15,0.62,Blue,Single,Existing Customer
718940208,55,F,0,Graduate,Unknown,44,6,1,3,18202000.0,1841000,16361000.0,3551000,68,0.101,Blue,Single,Existing Customer
715155033,61,M,0,High School,Rp 3.000.000 - Rp 5.000.000,49,6,1,4,2122000.0,975000,1147000.0,5224000,85,0.459,Blue,Single,Existing Customer
789140283,53,M,0,Graduate,Rp 8.000.000 - Rp 15.000.000,42,5,4,1,2664000.0,2037000,627000.0,1286000,29,0.765,Blue,Single,Existing Customer
710607408,37,F,3,High School,Unknown,28,3,1,4,18570000.0,1524000,17046000.0,3999000,96,0.082,Blue,Single,Existing Customer
714383583,39,F,2,Unknown,Rp 3.000.000 - Rp 5.000.000,36,5,3,3,23981000.0,1696000,22285000.0,8646000,97,0.071,Gold,Single,Existing Customer
767587833,44,M,3,Unknown,> Rp 15.000.000,37,3,1,5,3650000.0,2512000,1138000.0,4599000,75,0.688,Blue,Single,Existing Customer
771584658,46,F,4,Unknown,Unknown,34,1,2,3,33874000.0,1473000,32401000.0,13753000,98,0.043,Silver,Single,Existing Customer
718206783,45,F,4,Unknown,< Rp 3.000.000,36,6,1,3,15987000.0,1648000,14339000.0,1436000,36,0.103,Gold,Single,Existing Customer
710728458,62,F,1,Unknown,< Rp 3.000.000,36,3,3,2,7075000.0,1396000,5679000.0,4409000,75,0.197,Blue,Single,Existing Customer
716292033,37,F,4,High School,< Rp 3.000.000,36,6,2,3,1438300.0,0,1438300.0,4815000,84,0.0,Blue,Single,Existing Customer
712022883,37,F,2,High School,Rp 3.000.000 - Rp 5.000.000,27,4,1,2,2204000.0,919000,1285000.0,4555000,82,0.417,Blue,Single,Existing Customer
758802333,40,M,2,Graduate,> Rp 15.000.000,33,3,1,2,20891000.0,1213000,19678000.0,14641000,117,0.058,Blue,Single,Existing Customer
719490108,54,F,3,Graduate,< Rp 3.000.000,36,1,3,1,2830000.0,1779000,1051000.0,4854000,74,0.629,Blue,Single,Existing Customer
720670458,52,F,2,Unknown,Rp 3.000.000 - Rp 5.000.000,45,3,1,3,3476000.0,1560000,1916000.0,3496000,58,0.449,Blue,Single,Existing Customer
714603558,37,M,2,High School,Rp 3.000.000 - Rp 5.000.000,24,6,2,3,11699000.0,1758000,9941000.0,2007000,46,0.15,Blue,Single,Existing Customer
718855983,49,F,4,High School,Unknown,36,3,3,4,13039000.0,1840000,11199000.0,4010000,69,0.141,Blue,Single,Existing Customer
712141683,48,F,3,High School,< Rp 3.000.000,28,4,2,1,2944000.0,753000,2191000.0,3457000,61,0.256,Blue,Single,Existing Customer
778428108,36,F,1,Graduate,< Rp 3.000.000,16,6,5,3,6091000.0,1184000,4907000.0,17437000,113,0.194,Blue,Single,Existing Customer
780372408,43,F,5,High School,< Rp 3.000.000,33,6,2,2,4976000.0,866000,4110000.0,4317000,69,0.174,Blue,Single,Existing Customer
716156508,52,M,2,High School,Rp 3.000.000 - Rp 5.000.000,36,3,1,3,1470000.0,0,1470000.0,4095000,63,0.0,Blue,Single,Existing Customer
771292233,48,F,1,Unknown,< Rp 3.000.000,36,1,1,2,3918000.0,813000,3105000.0,15867000,103,0.208,Blue,Single,Existing Customer
711111633,60,M,1,High School,Rp 3.000.000 - Rp 5.000.000,49,5,2,2,21681000.0,0,21681000.0,3844000,75,0.0,Silver,Single,Existing Customer
719772258,38,M,3,Unknown,Rp 8.000.000 - Rp 15.000.000,30,5,1,3,3642000.0,724000,2918000.0,4517000,79,0.199,Blue,Single,Existing Customer
710207208,31,F,1,Unknown,< Rp 3.000.000,18,3,1,3,3399000.0,1800000,1599000.0,13148000,121,0.53,Blue,Single,Existing Customer
809459733,43,F,4,Unknown,< Rp 3.000.000,38,2,1,2,3220000.0,0,3220000.0,13339000,90,0.0,Blue,Single,Existing Customer
715237683,53,F,4,Graduate,< Rp 3.000.000,44,1,1,3,4737000.0,1649000,3088000.0,7802000,88,0.348,Blue,Single,Existing Customer
714860808,59,F,1,Graduate,< Rp 3.000.000,39,5,3,2,4404000.0,2272000,2132000.0,15709000,93,0.516,Blue,Single,Existing Customer
716389833,50,F,1,Unknown,< Rp 3.000.000,40,4,1,2,2319000.0,1026000,1293000.0,4099000,74,0.442,Blue,Single,Existing Customer
718801158,49,M,3,Graduate,Rp 3.000.000 - Rp 5.000.000,36,2,2,2,23981000.0,1408000,22573000.0,14455000,96,0.059,Gold,Single,Existing Customer
713613258,46,M,4,High School,Rp 8.000.000 - Rp 15.000.000,36,6,1,2,1438300.0,0,1438300.0,4461000,71,0.0,Blue,Single,Existing Customer
719147208,29,F,2,Unknown,< Rp 3.000.000,21,4,3,2,2298000.0,0,2298000.0,4814000,88,0.0,Blue,Single,Existing Customer
781171908,45,M,3,Graduate,Rp 3.000.000 - Rp 5.000.000,38,1,3,1,3751000.0,1869000,1882000.0,9497000,106,0.498,Blue,Single,Existing Customer
716559108,47,F,1,High School,< Rp 3.000.000,36,6,2,3,2899000.0,2418000,481000.0,4296000,68,0.834,Blue,Single,Existing Customer
789354783,45,F,3,Unknown,< Rp 3.000.000,32,5,3,0,2329000.0,1465000,864000.0,4286000,86,0.629,Blue,Single,Existing Customer
823507833,44,M,4,High School,Rp 5.000.000 - Rp 8.000.000,40,4,3,2,14370000.0,945000,13425000.0,4510000,79,0.066,Blue,Single,Existing Customer
713213133,36,M,2,Graduate,Rp 3.000.000 - Rp 5.000.000,36,2,2,1,6763000.0,1660000,5103000.0,4972000,76,0.245,Blue,Single,Existing Customer
714670533,47,M,3,Unknown,Rp 8.000.000 - Rp 15.000.000,37,3,1,5,24580000.0,2517000,22063000.0,3069000,62,0.102,Blue,Single,Existing Customer
708204033,36,F,5,Unknown,< Rp 3.000.000,24,3,1,1,2980000.0,2093000,887000.0,4132000,70,0.702,Blue,Single,Existing Customer
812224983,56,M,2,Graduate,> Rp 15.000.000,51,1,1,2,4675000.0,1340000,3335000.0,8037000,100,0.287,Blue,Single,Existing Customer
772869033,47,M,3,Unknown,> Rp 15.000.000,38,2,4,3,34516000.0,1342000,33174000.0,7283000,89,0.039,Gold,Single,Existing Customer
712663533,40,M,4,High School,Rp 3.000.000 - Rp 5.000.000,32,6,4,2,2441000.0,1656000,785000.0,3903000,62,0.678,Blue,Single,Existing Customer
720853158,38,F,3,High School,Unknown,24,6,3,3,13951000.0,1607000,12344000.0,4576000,70,0.115,Blue,Single,Existing Customer
779442783,39,F,1,Graduate,< Rp 3.000.000,21,1,2,1,2867000.0,1365000,1502000.0,4445000,89,0.476,Blue,Single,Existing Customer
717582558,50,M,1,Graduate,> Rp 15.000.000,40,4,2,3,34516000.0,1185000,33331000.0,3874000,72,0.034,Blue,Single,Existing Customer
712914783,43,M,5,Graduate,Rp 3.000.000 - Rp 5.000.000,31,4,1,2,7564000.0,0,7564000.0,4743000,82,0.0,Blue,Single,Existing Customer
711750183,63,F,2,Graduate,< Rp 3.000.000,55,4,1,3,15987000.0,1345000,14642000.0,3640000,56,0.084,Gold,Single,Existing Customer
708982158,48,F,2,Graduate,< Rp 3.000.000,36,2,2,3,3352000.0,2122000,1230000.0,14802000,106,0.633,Blue,Single,Existing Customer
720326733,55,M,2,Graduate,> Rp 15.000.000,47,2,3,1,16258000.0,865000,15393000.0,3761000,58,0.053,Blue,Single,Existing Customer
718096608,44,F,4,High School,< Rp 3.000.000,30,1,2,3,6882000.0,1930000,4952000.0,13836000,113,0.28,Blue,Single,Existing Customer
720016308,62,F,1,Unknown,< Rp 3.000.000,54,4,2,2,1927000.0,1319000,608000.0,4199000,77,0.684,Blue,Single,Existing Customer
717568308,39,M,1,Unknown,Rp 8.000.000 - Rp 15.000.000,36,4,2,1,6018000.0,0,6018000.0,4355000,78,0.0,Blue,Single,Existing Customer
720695583,65,M,1,Graduate,Unknown,53,6,2,3,10775000.0,1787000,8988000.0,3432000,70,0.166,Blue,Single,Existing Customer
769962933,40,F,3,Graduate,< Rp 3.000.000,34,4,1,4,6728000.0,1192000,5536000.0,5244000,75,0.177,Blue,Single,Existing Customer
814829583,42,F,3,Unknown,< Rp 3.000.000,37,6,1,3,6453000.0,0,6453000.0,4822000,74,0.0,Blue,Single,Existing Customer
787595658,57,F,3,Unknown,< Rp 3.000.000,29,6,1,1,8801000.0,1421000,7380000.0,1104000,31,0.161,Blue,Single,Existing Customer
711283008,50,M,1,High School,Rp 8.000.000 - Rp 15.000.000,36,4,5,3,34516000.0,0,34516000.0,16019000,105,0.0,Silver,Single,Existing Customer
719050458,62,F,0,Unknown,< Rp 3.000.000,56,6,3,3,2582000.0,1528000,1054000.0,4041000,67,0.592,Blue,Single,Existing Customer
716619558,38,F,0,High School,< Rp 3.000.000,36,4,3,2,13747000.0,1941000,11806000.0,16401000,119,0.141,Silver,Single,Existing Customer
715739733,34,M,1,High School,Rp 3.000.000 - Rp 5.000.000,25,4,1,2,1793000.0,1141000,652000.0,5293000,88,0.636,Blue,Single,Existing Customer
720578058,53,M,4,Unknown,Rp 5.000.000 - Rp 8.000.000,42,3,3,4,8386000.0,2375000,6011000.0,4101000,67,0.283,Blue,Single,Existing Customer
720471108,34,F,4,High School,Unknown,26,2,2,2,32056000.0,1668000,30388000.0,12595000,106,0.052,Silver,Single,Existing Customer
719504433,63,M,0,Unknown,Rp 3.000.000 - Rp 5.000.000,54,4,3,3,18064000.0,1695000,16369000.0,3434000,71,0.094,Silver,Single,Existing Customer
789076083,50,F,3,High School,< Rp 3.000.000,38,6,3,2,2775000.0,1475000,1300000.0,4608000,84,0.532,Blue,Single,Existing Customer
716441058,45,F,4,High School,< Rp 3.000.000,36,2,5,2,14416000.0,0,14416000.0,13820000,99,0.0,Silver,Single,Existing Customer
711453783,41,F,3,Unknown,< Rp 3.000.000,29,4,2,3,1966000.0,1452000,514000.0,4666000,74,0.739,Blue,Single,Existing Customer
708502908,61,M,2,High School,Rp 5.000.000 - Rp 8.000.000,48,5,2,3,26218000.0,0,26218000.0,3925000,88,0.0,Silver,Single,Existing Customer
709423158,46,M,4,Graduate,Rp 8.000.000 - Rp 15.000.000,26,4,3,0,1791000.0,1337000,454000.0,3592000,46,0.747,Blue,Single,Existing Customer
718141983,49,M,0,High School,Rp 8.000.000 - Rp 15.000.000,43,6,3,1,1883000.0,1295000,588000.0,5187000,89,0.688,Blue,Single,Existing Customer
779779083,38,F,3,High School,Rp 3.000.000 - Rp 5.000.000,26,2,2,1,23981000.0,0,23981000.0,7872000,103,0.0,Gold,Single,Existing Customer
709316433,52,M,2,High School,Rp 5.000.000 - Rp 8.000.000,33,6,1,4,33182000.0,1997000,31185000.0,1630000,43,0.06,Silver,Single,Existing Customer
710528583,26,F,0,Unknown,Rp 3.000.000 - Rp 5.000.000,16,6,2,4,1612000.0,835000,777000.0,2148000,40,0.518,Blue,Single,Existing Customer
719568333,39,M,3,Unknown,Rp 8.000.000 - Rp 15.000.000,36,5,3,2,34516000.0,1900000,32616000.0,1668000,36,0.055,Silver,Single,Existing Customer
789074358,46,M,2,High School,Rp 5.000.000 - Rp 8.000.000,34,2,2,1,10325000.0,0,10325000.0,16856000,122,0.0,Blue,Single,Existing Customer
773503308,59,M,1,Uneducated,< Rp 3.000.000,53,5,5,4,2192000.0,1569000,623000.0,4010000,79,0.716,Blue,Single,Existing Customer
710122458,38,M,2,High School,Rp 5.000.000 - Rp 8.000.000,36,5,3,2,31546000.0,2057000,29489000.0,15311000,108,0.065,Silver,Single,Existing Customer
711436983,57,M,3,Unknown,> Rp 15.000.000,49,1,2,1,34516000.0,2517000,31999000.0,8596000,102,0.073,Silver,Single,Existing Customer
721493883,49,F,4,Unknown,< Rp 3.000.000,35,5,2,2,5195000.0,0,5195000.0,3313000,69,0.0,Blue,Single,Existing Customer
710932683,55,F,2,High School,< Rp 3.000.000,36,2,1,2,6394000.0,0,6394000.0,3470000,69,0.0,Blue,Single,Existing Customer
813901458,60,M,1,High School,Rp 5.000.000 - Rp 8.000.000,55,5,5,3,34516000.0,1642000,32874000.0,14954000,95,0.048,Silver,Single,Existing Customer
716381808,43,M,2,Unknown,Rp 3.000.000 - Rp 5.000.000,36,4,4,1,8406000.0,0,8406000.0,3820000,75,0.0,Blue,Single,Existing Customer
788946783,50,M,2,Unknown,> Rp 15.000.000,36,5,1,3,9697000.0,0,9697000.0,1812000,50,0.0,Blue,Single,Existing Customer
721145433,52,F,5,High School,< Rp 3.000.000,36,3,2,2,11280000.0,1523000,9757000.0,16237000,128,0.135,Silver,Single,Existing Customer
778745058,50,M,3,High School,Rp 8.000.000 - Rp 15.000.000,41,2,2,1,34516000.0,0,34516000.0,15059000,118,0.0,Silver,Single,Existing Customer
721395633,53,M,1,Graduate,Rp 8.000.000 - Rp 15.000.000,41,5,3,3,18591000.0,994000,17597000.0,15063000,108,0.053,Blue,Single,Existing Customer
714928158,60,M,0,High School,Rp 8.000.000 - Rp 15.000.000,36,1,2,3,34516000.0,806000,33710000.0,13434000,102,0.023,Silver,Single,Existing Customer
710905908,43,M,4,High School,Rp 5.000.000 - Rp 8.000.000,36,4,3,3,4983000.0,1355000,3628000.0,1939000,30,0.272,Blue,Single,Existing Customer
772166058,31,M,1,Unknown,Rp 3.000.000 - Rp 5.000.000,20,1,2,3,3232000.0,1564000,1668000.0,13142000,112,0.484,Blue,Single,Existing Customer
789551883,52,F,3,Graduate,Rp 3.000.000 - Rp 5.000.000,45,1,1,2,14803000.0,985000,13818000.0,14426000,87,0.067,Blue,Single,Existing Customer
771935283,47,F,4,Graduate,Rp 3.000.000 - Rp 5.000.000,36,1,2,1,2977000.0,1927000,1050000.0,5217000,88,0.647,Blue,Single,Existing Customer
713705358,37,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,28,2,6,1,7349000.0,994000,6355000.0,13970000,109,0.135,Blue,Single,Existing Customer
712255458,37,M,3,High School,Rp 5.000.000 - Rp 8.000.000,36,3,1,5,8418000.0,2051000,6367000.0,2879000,63,0.244,Blue,Single,Existing Customer
816084333,42,M,2,Unknown,> Rp 15.000.000,37,5,2,2,34516000.0,1230000,33286000.0,3260000,63,0.036,Gold,Single,Existing Customer
714154533,45,F,3,High School,Unknown,36,6,1,2,3111000.0,1994000,1117000.0,4478000,56,0.641,Blue,Single,Existing Customer
716033508,46,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,34,1,3,2,6272000.0,1434000,4838000.0,4514000,66,0.229,Blue,Single,Existing Customer
717986058,29,F,0,High School,< Rp 3.000.000,13,6,3,5,5240000.0,1608000,3632000.0,2712000,64,0.307,Blue,Single,Existing Customer
711534183,41,M,2,High School,Rp 8.000.000 - Rp 15.000.000,36,4,2,4,28830000.0,0,28830000.0,3533000,57,0.0,Blue,Single,Existing Customer
716899233,40,F,4,Graduate,< Rp 3.000.000,20,6,4,3,15987000.0,1965000,14022000.0,4542000,70,0.123,Gold,Single,Existing Customer
810040908,42,F,3,High School,< Rp 3.000.000,37,1,3,1,3787000.0,824000,2963000.0,16220000,120,0.218,Blue,Single,Existing Customer
711191808,39,M,0,Graduate,Rp 8.000.000 - Rp 15.000.000,32,3,1,4,34516000.0,1793000,32723000.0,4256000,82,0.052,Gold,Single,Existing Customer
708404883,45,F,2,High School,Unknown,37,4,2,4,27804000.0,0,27804000.0,2761000,57,0.0,Blue,Single,Existing Customer
788620083,50,F,3,Graduate,< Rp 3.000.000,41,2,2,2,2382000.0,1419000,963000.0,4563000,89,0.596,Blue,Single,Existing Customer
709339758,43,M,3,Unknown,> Rp 15.000.000,30,4,2,3,11926000.0,1766000,10160000.0,3778000,84,0.148,Blue,Single,Existing Customer
811705233,45,M,2,Unknown,Rp 3.000.000 - Rp 5.000.000,40,6,4,3,7037000.0,0,7037000.0,4099000,71,0.0,Blue,Single,Existing Customer
716123283,59,M,1,Unknown,Rp 5.000.000 - Rp 8.000.000,48,3,1,2,7288000.0,0,7288000.0,14873000,120,0.0,Blue,Single,Existing Customer
718307433,50,F,0,Graduate,< Rp 3.000.000,36,5,1,4,7238000.0,2111000,5127000.0,2025000,36,0.292,Blue,Single,Existing Customer
710098233,28,F,0,Unknown,< Rp 3.000.000,13,3,2,2,2387000.0,0,2387000.0,4513000,66,0.0,Blue,Single,Existing Customer
772143333,46,F,2,High School,< Rp 3.000.000,35,6,3,3,2170000.0,1498000,672000.0,4569000,79,0.69,Blue,Single,Existing Customer
716905158,45,M,2,Unknown,Rp 5.000.000 - Rp 8.000.000,30,3,1,3,21815000.0,0,21815000.0,3904000,72,0.0,Blue,Single,Existing Customer
770705208,44,F,2,Unknown,< Rp 3.000.000,30,1,3,3,15365000.0,630000,14735000.0,7890000,91,0.041,Gold,Single,Existing Customer
715989108,52,M,3,Unknown,Rp 8.000.000 - Rp 15.000.000,42,3,3,3,27514000.0,1834000,25680000.0,12841000,100,0.067,Blue,Single,Existing Customer
710186958,45,F,3,Unknown,Unknown,32,6,3,4,9294000.0,2000000,7294000.0,4431000,82,0.215,Blue,Single,Existing Customer
709589208,53,M,0,Graduate,Rp 5.000.000 - Rp 8.000.000,35,3,1,3,17721000.0,596000,17125000.0,14409000,83,0.034,Blue,Single,Existing Customer
710699283,46,M,2,Graduate,> Rp 15.000.000,28,1,1,1,7790000.0,1921000,5869000.0,14567000,131,0.247,Blue,Single,Existing Customer
711154908,59,F,0,Unknown,< Rp 3.000.000,40,5,2,2,1845000.0,1076000,769000.0,4319000,76,0.583,Blue,Single,Existing Customer
719192808,51,M,4,Graduate,> Rp 15.000.000,36,2,1,1,3168000.0,2147000,1021000.0,4674000,71,0.678,Blue,Single,Existing Customer
778747608,65,F,1,Unknown,Unknown,46,3,3,2,1438300.0,0,1438300.0,4022000,61,0.0,Blue,Single,Existing Customer
715411608,45,F,3,High School,Rp 3.000.000 - Rp 5.000.000,36,3,1,1,1663000.0,1112000,551000.0,2978000,61,0.669,Blue,Single,Existing Customer
711993258,50,F,0,High School,Rp 3.000.000 - Rp 5.000.000,39,5,3,2,8264000.0,2057000,6207000.0,4240000,73,0.249,Blue,Single,Existing Customer
718943508,42,M,3,Unknown,Rp 8.000.000 - Rp 15.000.000,33,3,3,2,3714000.0,2170000,1544000.0,1454000,35,0.584,Blue,Single,Existing Customer
767523933,53,M,3,High School,Rp 5.000.000 - Rp 8.000.000,45,4,1,0,15583000.0,0,15583000.0,3938000,69,0.0,Blue,Single,Existing Customer
715178733,47,F,2,Unknown,< Rp 3.000.000,41,5,3,1,2289000.0,1611000,678000.0,4817000,77,0.704,Blue,Single,Existing Customer
815582358,47,F,5,Unknown,< Rp 3.000.000,42,2,1,2,2519000.0,1584000,935000.0,8852000,95,0.629,Blue,Unknown,Existing Customer
714365883,51,F,4,Uneducated,< Rp 3.000.000,40,3,3,4,7093000.0,918000,6175000.0,3877000,75,0.129,Blue,Unknown,Existing Customer
709231683,36,F,2,Graduate,Rp 3.000.000 - Rp 5.000.000,23,6,2,3,2024000.0,901000,1123000.0,4861000,84,0.445,Blue,Unknown,Existing Customer
766273533,53,M,2,Uneducated,Rp 8.000.000 - Rp 15.000.000,46,3,6,3,17190000.0,1736000,15454000.0,15055000,117,0.101,Blue,Unknown,Existing Customer
719019483,46,F,2,College,< Rp 3.000.000,36,2,3,1,13427000.0,1507000,11920000.0,4266000,63,0.112,Silver,Unknown,Existing Customer
