,CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Card_Category,Marital_Status,status,is_attrited
1159,770766633,28,F,1,Post-Graduate,< Rp 3.000.000,14,2,3,3,3848000.0,0,3848000.0,14054000,105,0.0,Blue,Single,Existing Customer,0
1160,711065133,26,M,1,High School,Rp 3.000.000 - Rp 5.000.000,13,6,2,4,1473000.0,0,1473000.0,2099000,39,0.0,Blue,Single,Existing Customer,0
1161,713709258,43,M,3,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,32,3,3,2,2142000.0,1369000,773000.0,4424000,88,0.639,Blue,Single,Existing Customer,0
1162,714665733,42,M,4,Graduate,Rp 5.000.000 - Rp 8.000.000,36,5,1,0,2727000.0,834000,1893000.0,1294000,26,0.306,Blue,Single,Existing Customer,0
1163,718242333,36,M,4,Graduate,Rp 8.000.000 - Rp 15.000.000,36,5,3,2,10216000.0,1822000,8394000.0,2568000,69,0.178,Blue,Single,Existing Customer,0
1164,804403908,50,M,3,Graduate,Rp 5.000.000 - Rp 8.000.000,45,4,2,3,21872000.0,1118000,20754000.0,1806000,31,0.051,Blue,Single,Existing Customer,0
1165,779667408,58,M,1,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,41,4,2,1,2915000.0,1494000,1421000.0,4235000,73,0.513,Blue,Single,Existing Customer,0
1166,785311158,54,F,2,Graduate,< Rp 3.000.000,48,6,1,4,6610000.0,928000,5682000.0,3328000,69,0.14,Blue,Single,Existing Customer,0
1167,711346383,33,M,1,High School,Rp 8.000.000 - Rp 15.000.000,28,4,3,3,34516000.0,0,34516000.0,2804000,70,0.0,Blue,Single,Existing Customer,0
1168,710622333,39,F,2,High School,Rp 3.000.000 - Rp 5.000.000,28,3,2,2,2751000.0,2258000,493000.0,4386000,67,0.821,Blue,Single,Existing Customer,0
1169,711326583,62,F,0,High School,< Rp 3.000.000,50,3,3,3,3989000.0,0,3989000.0,4274000,68,0.0,Blue,Single,Existing Customer,0
1170,714277758,40,M,1,High School,Rp 3.000.000 - Rp 5.000.000,28,6,2,1,11557000.0,1050000,10507000.0,4064000,75,0.091,Blue,Single,Existing Customer,0
1171,717491058,42,M,2,Post-Graduate,Rp 5.000.000 - Rp 8.000.000,26,6,2,3,20803000.0,1747000,19056000.0,4012000,60,0.084,Blue,Single,Existing Customer,0
1172,787500333,52,M,2,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,40,6,1,3,8695000.0,1407000,7288000.0,2030000,58,0.162,Blue,Single,Existing Customer,0
1173,715784808,57,F,4,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,48,4,2,1,2576000.0,1678000,898000.0,3913000,86,0.651,Blue,Single,Existing Customer,0
1174,714169083,48,M,4,Post-Graduate,> Rp 15.000.000,38,5,2,0,34516000.0,1639000,32877000.0,4959000,74,0.047,Blue,Single,Existing Customer,0
1175,789597408,39,F,1,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,32,5,2,3,17814000.0,0,17814000.0,4712000,76,0.0,Silver,Single,Existing Customer,0
1176,713364783,42,F,1,Post-Graduate,< Rp 3.000.000,28,3,3,0,3453000.0,1010000,2443000.0,8108000,85,0.292,Blue,Single,Existing Customer,0
1177,815510883,36,M,2,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,31,3,2,5,11862000.0,2282000,9580000.0,2576000,74,0.192,Blue,Single,Existing Customer,0
1178,720467583,52,M,2,High School,Rp 8.000.000 - Rp 15.000.000,46,3,3,2,34516000.0,2517000,31999000.0,3072000,67,0.073,Blue,Single,Existing Customer,0
1179,757643733,42,F,2,Post-Graduate,< Rp 3.000.000,35,6,3,2,3223000.0,0,3223000.0,4916000,79,0.0,Blue,Single,Existing Customer,0
1180,771099183,37,F,2,Graduate,< Rp 3.000.000,24,5,2,3,8444000.0,1945000,6499000.0,2497000,74,0.23,Blue,Single,Existing Customer,0
1181,720338658,56,F,3,Post-Graduate,< Rp 3.000.000,42,3,2,2,2490000.0,1623000,867000.0,2998000,60,0.652,Blue,Single,Existing Customer,0
1182,787868958,36,M,2,High School,Rp 8.000.000 - Rp 15.000.000,27,5,3,3,14690000.0,979000,13711000.0,2746000,68,0.067,Blue,Single,Existing Customer,0
1183,720935658,57,F,4,Post-Graduate,< Rp 3.000.000,45,2,2,3,3059000.0,1744000,1315000.0,7709000,89,0.57,Blue,Single,Existing Customer,0
1184,798280683,37,M,3,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,31,6,3,3,2626000.0,1736000,890000.0,4714000,93,0.661,Blue,Single,Existing Customer,0
1185,717591483,52,F,3,Graduate,< Rp 3.000.000,44,4,1,3,3416000.0,2044000,1372000.0,1924000,48,0.598,Blue,Single,Existing Customer,0
1186,715352883,49,F,2,Post-Graduate,Unknown,36,3,3,2,24904000.0,0,24904000.0,5176000,71,0.0,Blue,Single,Existing Customer,0
1187,780197133,40,M,4,Graduate,Rp 5.000.000 - Rp 8.000.000,30,4,1,1,13919000.0,1266000,12653000.0,3699000,67,0.091,Blue,Single,Existing Customer,0
1188,720952608,44,F,2,High School,< Rp 3.000.000,29,6,1,2,2288000.0,1505000,783000.0,4396000,68,0.658,Blue,Single,Existing Customer,0
1189,716831508,47,F,3,High School,Rp 3.000.000 - Rp 5.000.000,34,4,1,3,1963000.0,1524000,439000.0,3492000,59,0.776,Blue,Single,Existing Customer,0
1190,789053883,43,M,3,Post-Graduate,Rp 5.000.000 - Rp 8.000.000,31,4,2,1,11186000.0,2231000,8955000.0,3692000,84,0.199,Blue,Single,Existing Customer,0
1191,714931458,52,F,2,Post-Graduate,Unknown,42,3,2,3,1438300.0,0,1438300.0,4102000,78,0.0,Blue,Single,Existing Customer,0
1192,711557508,51,M,2,Graduate,Rp 5.000.000 - Rp 8.000.000,40,4,3,0,3532000.0,764000,2768000.0,4066000,74,0.216,Blue,Single,Existing Customer,0
1193,771058908,55,F,3,High School,Rp 3.000.000 - Rp 5.000.000,42,3,3,2,2873000.0,2455000,418000.0,4563000,72,0.855,Blue,Single,Existing Customer,0
1194,716713533,53,M,3,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,44,5,2,2,19063000.0,1236000,17827000.0,3393000,58,0.065,Blue,Single,Existing Customer,0
1195,806894133,34,F,3,Post-Graduate,Unknown,29,3,1,4,1617000.0,1347000,270000.0,2546000,55,0.833,Blue,Single,Existing Customer,0
1196,779219208,38,F,2,High School,< Rp 3.000.000,28,5,1,3,1744000.0,0,1744000.0,4811000,86,0.0,Blue,Single,Existing Customer,0
1197,717585858,35,F,4,High School,Unknown,24,5,2,4,16915000.0,1679000,15236000.0,2795000,55,0.099,Blue,Single,Existing Customer,0
1198,710849208,47,M,2,Post-Graduate,> Rp 15.000.000,35,3,3,4,34516000.0,1652000,32864000.0,14738000,113,0.048,Silver,Single,Existing Customer,0
1199,779557533,54,M,1,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,40,6,3,3,10260000.0,942000,9318000.0,1566000,50,0.092,Blue,Single,Existing Customer,0
1200,712058958,28,M,0,High School,< Rp 3.000.000,19,3,3,4,3480000.0,0,3480000.0,2744000,75,0.0,Blue,Single,Existing Customer,0
1201,810789708,38,F,1,Post-Graduate,< Rp 3.000.000,33,4,2,1,2256000.0,0,2256000.0,4587000,92,0.0,Blue,Single,Existing Customer,0
1202,789114408,50,F,1,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,38,3,1,4,4182000.0,0,4182000.0,4693000,82,0.0,Blue,Single,Existing Customer,0
1203,768460908,59,M,1,Graduate,Rp 3.000.000 - Rp 5.000.000,53,3,3,3,6035000.0,1392000,4643000.0,1551000,32,0.231,Blue,Single,Existing Customer,0
1204,711289533,39,M,4,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,32,5,3,2,26710000.0,1681000,25029000.0,14043000,117,0.063,Blue,Single,Existing Customer,0
1205,715206408,31,F,1,High School,< Rp 3.000.000,22,5,1,5,6662000.0,0,6662000.0,3264000,83,0.0,Blue,Single,Existing Customer,0
1206,709363383,34,M,2,High School,Unknown,36,3,4,2,22886000.0,836000,22050000.0,2652000,61,0.037,Blue,Single,Existing Customer,0
1207,793597833,49,F,0,Post-Graduate,< Rp 3.000.000,43,1,3,1,2481000.0,1568000,913000.0,4466000,69,0.632,Blue,Single,Existing Customer,0
1208,714043833,37,F,3,Graduate,< Rp 3.000.000,36,5,2,4,3685000.0,1396000,2289000.0,3016000,85,0.379,Blue,Single,Existing Customer,0
1209,720334833,39,F,5,College,< Rp 3.000.000,30,4,1,2,4710000.0,1869000,2841000.0,4719000,91,0.397,Blue,Single,Existing Customer,0
1210,715729683,44,M,3,High School,> Rp 15.000.000,36,1,2,2,34516000.0,1106000,33410000.0,7936000,76,0.032,Silver,Single,Existing Customer,0
1211,711374283,47,M,3,High School,Rp 8.000.000 - Rp 15.000.000,42,4,1,0,24480000.0,1923000,22557000.0,1416000,32,0.079,Blue,Single,Existing Customer,0
1212,713292933,36,F,3,Graduate,Unknown,36,5,2,2,10566000.0,726000,9840000.0,2156000,64,0.069,Blue,Single,Existing Customer,0
1213,788997408,65,F,2,Doctorate,< Rp 3.000.000,53,6,3,2,2195000.0,1917000,278000.0,4205000,65,0.873,Blue,Single,Existing Customer,0
1214,758617233,56,F,5,Doctorate,< Rp 3.000.000,49,3,3,2,4132000.0,1559000,2573000.0,14781000,108,0.377,Blue,Single,Existing Customer,0
1215,806995683,61,M,0,Doctorate,Rp 5.000.000 - Rp 8.000.000,56,4,1,3,4783000.0,2517000,2266000.0,2870000,50,0.526,Blue,Single,Existing Customer,0
1216,720057183,49,F,4,Doctorate,< Rp 3.000.000,42,5,1,4,7789000.0,957000,6832000.0,3412000,70,0.123,Blue,Single,Existing Customer,0
1217,793581933,50,M,3,High School,Rp 3.000.000 - Rp 5.000.000,44,4,3,4,19853000.0,1513000,18340000.0,1878000,55,0.076,Silver,Single,Existing Customer,0
1218,717565233,51,M,3,Doctorate,Rp 8.000.000 - Rp 15.000.000,38,2,3,2,31346000.0,1318000,30028000.0,13303000,92,0.042,Blue,Single,Existing Customer,0
1219,717225258,35,M,2,Graduate,> Rp 15.000.000,27,6,2,2,13655000.0,1048000,12607000.0,2383000,59,0.077,Blue,Single,Existing Customer,0
1220,709683633,32,F,1,High School,< Rp 3.000.000,13,4,1,2,10332000.0,948000,9384000.0,2914000,67,0.092,Silver,Single,Existing Customer,0
1221,787523283,38,M,1,Graduate,Rp 8.000.000 - Rp 15.000.000,27,6,2,5,26372000.0,1365000,25007000.0,2291000,56,0.052,Blue,Single,Existing Customer,0
1222,780598383,35,M,3,Doctorate,Rp 3.000.000 - Rp 5.000.000,23,4,3,2,2148000.0,1545000,603000.0,2167000,65,0.719,Blue,Single,Existing Customer,0
1223,780581508,58,F,1,Doctorate,Rp 3.000.000 - Rp 5.000.000,47,5,2,4,16677000.0,1590000,15087000.0,1410000,37,0.095,Silver,Single,Existing Customer,0
1224,708693558,50,F,3,High School,< Rp 3.000.000,38,3,2,2,12569000.0,2167000,10402000.0,7344000,95,0.172,Silver,Single,Existing Customer,0
1225,789487308,48,M,2,Doctorate,Rp 5.000.000 - Rp 8.000.000,39,3,2,2,10033000.0,0,10033000.0,4106000,78,0.0,Blue,Single,Existing Customer,0
1226,709407933,51,M,3,High School,Rp 8.000.000 - Rp 15.000.000,38,5,3,4,34516000.0,1802000,32714000.0,4544000,80,0.052,Silver,Single,Existing Customer,0
1227,716955783,52,M,2,Graduate,Rp 8.000.000 - Rp 15.000.000,36,6,2,2,16026000.0,1160000,14866000.0,4418000,59,0.072,Blue,Single,Existing Customer,0
1228,711019308,58,M,2,High School,Rp 5.000.000 - Rp 8.000.000,45,3,2,0,6385000.0,1535000,4850000.0,1612000,47,0.24,Blue,Single,Existing Customer,0
1229,714031983,41,F,3,High School,< Rp 3.000.000,36,6,1,3,11533000.0,1418000,10115000.0,4038000,63,0.123,Silver,Single,Existing Customer,0
1230,718785483,38,M,1,Doctorate,Rp 8.000.000 - Rp 15.000.000,29,6,3,3,34516000.0,1435000,33081000.0,4238000,85,0.042,Silver,Single,Existing Customer,0
1231,715074258,26,F,0,Graduate,Rp 3.000.000 - Rp 5.000.000,36,5,3,3,3930000.0,0,3930000.0,2067000,42,0.0,Blue,Single,Existing Customer,0
1232,708714108,42,F,3,High School,< Rp 3.000.000,31,5,2,3,13441000.0,2517000,10924000.0,1894000,49,0.187,Silver,Single,Existing Customer,0
1233,821521983,51,F,3,High School,Unknown,46,4,1,4,2286000.0,1641000,645000.0,4321000,89,0.718,Blue,Single,Existing Customer,0
1234,772794108,46,F,3,Doctorate,< Rp 3.000.000,36,5,1,4,2201000.0,651000,1550000.0,3165000,65,0.296,Blue,Single,Existing Customer,0
1235,712569408,56,F,4,Doctorate,Rp 3.000.000 - Rp 5.000.000,44,4,2,3,3455000.0,1385000,2070000.0,4925000,82,0.401,Blue,Single,Existing Customer,0
1236,714708183,58,M,2,High School,Rp 5.000.000 - Rp 8.000.000,49,4,3,3,30186000.0,0,30186000.0,4070000,74,0.0,Silver,Single,Existing Customer,0
1237,715052583,45,M,3,Doctorate,Rp 5.000.000 - Rp 8.000.000,34,3,3,1,27494000.0,879000,26615000.0,14375000,112,0.032,Silver,Single,Existing Customer,0
1238,754897008,46,M,3,High School,Rp 3.000.000 - Rp 5.000.000,39,2,3,2,9432000.0,1418000,8014000.0,1319000,26,0.15,Blue,Single,Existing Customer,0
1239,755247108,50,F,2,Doctorate,< Rp 3.000.000,43,4,1,0,3206000.0,0,3206000.0,4731000,82,0.0,Blue,Single,Existing Customer,0
1240,787475433,36,F,2,Doctorate,Unknown,23,5,2,3,6966000.0,905000,6061000.0,4855000,69,0.13,Blue,Single,Existing Customer,0
1241,716556258,50,F,3,Doctorate,< Rp 3.000.000,39,6,1,3,9966000.0,0,9966000.0,4401000,60,0.0,Blue,Single,Existing Customer,0
1242,712586583,26,F,0,Graduate,Rp 3.000.000 - Rp 5.000.000,13,6,3,4,1643000.0,1101000,542000.0,2152000,50,0.67,Blue,Single,Existing Customer,0
1243,713911233,47,F,3,Doctorate,Rp 3.000.000 - Rp 5.000.000,39,3,2,1,18341000.0,1060000,17281000.0,7584000,85,0.058,Silver,Single,Existing Customer,0
1244,714754533,51,M,0,Doctorate,> Rp 15.000.000,44,3,2,3,34516000.0,1925000,32591000.0,8012000,87,0.056,Platinum,Single,Existing Customer,0
1245,716670783,52,F,3,Doctorate,Unknown,36,3,2,1,24703000.0,1085000,23618000.0,4776000,63,0.044,Blue,Single,Existing Customer,0
1246,789115833,44,M,4,High School,Rp 5.000.000 - Rp 8.000.000,32,5,3,2,3233000.0,1034000,2199000.0,1256000,29,0.32,Blue,Single,Existing Customer,0
1247,769183908,51,F,2,Doctorate,Unknown,45,6,3,1,2109000.0,683000,1426000.0,4321000,58,0.324,Blue,Single,Existing Customer,0
1248,711131958,50,F,3,Doctorate,Rp 3.000.000 - Rp 5.000.000,42,4,3,3,3743000.0,881000,2862000.0,4621000,71,0.235,Blue,Single,Existing Customer,0
1249,719826333,34,F,2,Doctorate,< Rp 3.000.000,13,5,1,2,1438300.0,0,1438300.0,2557000,67,0.0,Blue,Single,Existing Customer,0
1250,714900408,41,F,4,High School,< Rp 3.000.000,31,3,1,0,5773000.0,0,5773000.0,1306000,39,0.0,Blue,Single,Existing Customer,0
1251,711032058,34,M,3,High School,Rp 8.000.000 - Rp 15.000.000,21,6,4,3,34516000.0,2517000,31999000.0,2901000,75,0.073,Silver,Single,Existing Customer,0
1252,711832533,42,M,3,High School,Rp 8.000.000 - Rp 15.000.000,32,3,3,3,34516000.0,1396000,33120000.0,3748000,62,0.04,Silver,Single,Existing Customer,0
1253,793717608,39,M,0,Doctorate,Rp 5.000.000 - Rp 8.000.000,33,6,2,0,10452000.0,1120000,9332000.0,3592000,79,0.107,Blue,Single,Existing Customer,0
1254,711879633,45,M,3,High School,< Rp 3.000.000,29,4,1,2,2766000.0,1985000,781000.0,4480000,70,0.718,Blue,Single,Existing Customer,0
1255,711795633,65,M,0,Doctorate,< Rp 3.000.000,52,3,3,4,3675000.0,0,3675000.0,3798000,53,0.0,Blue,Single,Existing Customer,0
1256,780199233,33,M,2,Doctorate,> Rp 15.000.000,23,5,1,1,14914000.0,1102000,13812000.0,4478000,87,0.074,Blue,Single,Existing Customer,0
1257,720902133,58,M,1,High School,Rp 3.000.000 - Rp 5.000.000,46,4,1,0,5579000.0,0,5579000.0,1025000,35,0.0,Blue,Single,Existing Customer,0
1258,809844108,48,M,2,Doctorate,Rp 5.000.000 - Rp 8.000.000,43,2,1,1,8086000.0,0,8086000.0,4775000,78,0.0,Blue,Single,Existing Customer,0
1259,711379083,60,F,0,Doctorate,< Rp 3.000.000,42,5,3,3,2758000.0,1429000,1329000.0,5124000,74,0.518,Blue,Single,Existing Customer,0
1260,718825908,60,F,1,Doctorate,Unknown,47,1,1,1,3803000.0,1448000,2355000.0,4575000,78,0.381,Blue,Single,Existing Customer,0
1261,715059258,38,F,3,Doctorate,Unknown,32,6,4,4,3072000.0,1970000,1102000.0,4245000,82,0.641,Blue,Single,Existing Customer,0
1262,787502883,60,F,1,Doctorate,Unknown,48,1,2,1,34516000.0,1542000,32974000.0,7443000,98,0.045,Silver,Single,Existing Customer,0
1263,712195383,37,F,0,Doctorate,< Rp 3.000.000,36,2,2,3,9178000.0,1585000,7593000.0,14932000,110,0.173,Blue,Single,Existing Customer,0
1264,717277833,27,F,1,Graduate,Unknown,13,6,2,4,2339000.0,2080000,259000.0,2294000,45,0.889,Blue,Single,Existing Customer,0
1265,720626058,37,M,1,Graduate,Rp 8.000.000 - Rp 15.000.000,24,4,4,4,34516000.0,934000,33582000.0,1768000,52,0.027,Blue,Single,Existing Customer,0
1266,778176108,61,M,0,High School,Rp 5.000.000 - Rp 8.000.000,51,4,2,2,5504000.0,1412000,4092000.0,1290000,38,0.257,Blue,Single,Existing Customer,0
1267,719229708,41,F,1,High School,Rp 3.000.000 - Rp 5.000.000,31,6,3,2,4969000.0,838000,4131000.0,1489000,32,0.169,Blue,Single,Existing Customer,0
1268,779759058,52,M,0,Graduate,> Rp 15.000.000,41,6,3,2,3386000.0,1794000,1592000.0,1736000,40,0.53,Blue,Single,Existing Customer,0
1269,713424108,37,M,1,Graduate,Rp 5.000.000 - Rp 8.000.000,27,4,1,3,4288000.0,2349000,1939000.0,2591000,57,0.548,Blue,Single,Existing Customer,0
1270,718384233,52,M,5,Doctorate,Rp 3.000.000 - Rp 5.000.000,39,4,2,2,17835000.0,868000,16967000.0,4258000,58,0.049,Silver,Single,Existing Customer,0
1271,709814883,45,F,2,High School,< Rp 3.000.000,36,1,3,1,15987000.0,2262000,13725000.0,15513000,127,0.141,Platinum,Single,Existing Customer,0
1272,772243833,54,F,0,Doctorate,< Rp 3.000.000,43,4,1,3,3186000.0,968000,2218000.0,4077000,75,0.304,Blue,Single,Existing Customer,0
1273,719363283,59,F,0,Doctorate,< Rp 3.000.000,36,3,1,2,1438300.0,0,1438300.0,1904000,47,0.0,Blue,Single,Existing Customer,0
1274,708876183,51,M,1,High School,Rp 5.000.000 - Rp 8.000.000,43,2,3,2,28673000.0,0,28673000.0,3722000,69,0.0,Silver,Single,Existing Customer,0
1275,719100633,40,M,2,High School,> Rp 15.000.000,36,3,4,2,34516000.0,1436000,33080000.0,3564000,73,0.042,Silver,Single,Existing Customer,0
1276,715204083,47,F,4,Doctorate,< Rp 3.000.000,36,3,2,2,2765000.0,901000,1864000.0,4990000,80,0.326,Blue,Single,Existing Customer,0
1277,717661908,37,M,5,Doctorate,Rp 8.000.000 - Rp 15.000.000,36,4,1,1,34516000.0,0,34516000.0,2681000,55,0.0,Silver,Single,Existing Customer,0
1278,819700533,50,M,0,High School,> Rp 15.000.000,45,5,2,3,14938000.0,2303000,12635000.0,949000,27,0.154,Silver,Single,Existing Customer,0
1279,714451833,45,F,1,Doctorate,< Rp 3.000.000,36,6,2,2,1438300.0,0,1438300.0,1431000,34,0.0,Blue,Single,Existing Customer,0
1280,787599258,55,F,3,Graduate,< Rp 3.000.000,29,6,1,2,7361000.0,1309000,6052000.0,1175000,34,0.178,Blue,Single,Existing Customer,0
1281,714573258,36,M,2,Post-Graduate,Rp 5.000.000 - Rp 8.000.000,30,4,2,4,1606000.0,798000,808000.0,2229000,45,0.497,Blue,Single,Existing Customer,0
1282,711197658,53,F,1,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,43,5,1,0,2618000.0,2026000,592000.0,4198000,68,0.774,Blue,Single,Existing Customer,0
1283,721096983,34,F,2,Graduate,< Rp 3.000.000,36,4,3,4,3625000.0,2517000,1108000.0,2616000,46,0.694,Blue,Single,Existing Customer,0
1284,752573508,45,F,3,High School,Rp 3.000.000 - Rp 5.000.000,26,3,2,4,4034000.0,1867000,2167000.0,3718000,72,0.463,Blue,Single,Existing Customer,0
1285,788360283,33,M,1,Graduate,Rp 8.000.000 - Rp 15.000.000,26,4,1,0,1438300.0,0,1438300.0,2557000,55,0.0,Blue,Single,Existing Customer,0
1286,711333933,56,F,3,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,36,2,1,1,3005000.0,1660000,1345000.0,4586000,72,0.552,Blue,Single,Existing Customer,0
1287,713469333,40,M,2,High School,Rp 8.000.000 - Rp 15.000.000,28,6,2,4,19279000.0,1427000,17852000.0,1777000,56,0.074,Blue,Single,Existing Customer,0
1288,715688958,45,F,2,Post-Graduate,< Rp 3.000.000,36,3,1,3,2736000.0,2043000,693000.0,4550000,84,0.747,Blue,Single,Existing Customer,0
1289,716177583,58,F,1,Post-Graduate,< Rp 3.000.000,36,6,2,4,1438300.0,0,1438300.0,4722000,89,0.0,Blue,Single,Existing Customer,0
1290,709585758,41,M,4,High School,> Rp 15.000.000,28,5,1,4,34516000.0,0,34516000.0,4004000,86,0.0,Blue,Single,Existing Customer,0
1291,710934033,26,M,0,High School,< Rp 3.000.000,13,6,1,4,1775000.0,1162000,613000.0,2169000,43,0.655,Blue,Single,Existing Customer,0
1292,708128733,50,F,3,Post-Graduate,Unknown,36,5,4,3,1814000.0,0,1814000.0,5014000,99,0.0,Blue,Single,Existing Customer,0
1293,716632758,49,F,3,Graduate,< Rp 3.000.000,36,2,2,0,2802000.0,2363000,439000.0,1295000,40,0.843,Blue,Single,Existing Customer,0
1294,710428308,55,M,4,High School,Rp 5.000.000 - Rp 8.000.000,51,4,1,4,2001000.0,1553000,448000.0,1910000,51,0.776,Blue,Single,Existing Customer,0
1295,807275733,27,M,0,Post-Graduate,Unknown,22,5,2,2,7130000.0,873000,6257000.0,2498000,37,0.122,Blue,Single,Existing Customer,0
1296,721310283,47,M,3,Graduate,> Rp 15.000.000,36,6,2,4,34516000.0,933000,33583000.0,1804000,32,0.027,Blue,Single,Existing Customer,0
1297,743420208,47,F,2,College,< Rp 3.000.000,40,2,2,2,4822000.0,1882000,2940000.0,13816000,121,0.39,Blue,Single,Existing Customer,0
1298,710839308,34,F,2,High School,< Rp 3.000.000,21,6,1,3,5015000.0,1671000,3344000.0,3161000,77,0.333,Blue,Single,Existing Customer,0
1299,709787733,54,F,4,College,Unknown,48,3,2,2,9723000.0,1307000,8416000.0,4043000,76,0.134,Blue,Single,Existing Customer,0
1300,712494108,38,M,2,Post-Graduate,Rp 5.000.000 - Rp 8.000.000,36,3,3,4,34516000.0,1954000,32562000.0,1872000,52,0.057,Silver,Single,Existing Customer,0
1301,718888308,53,M,3,Graduate,Rp 8.000.000 - Rp 15.000.000,36,4,3,2,34516000.0,2517000,31999000.0,1475000,33,0.073,Blue,Single,Existing Customer,0
1302,714766383,42,M,3,High School,< Rp 3.000.000,24,4,3,2,2171000.0,1415000,756000.0,4992000,77,0.652,Blue,Single,Existing Customer,0
1303,715971108,51,M,4,Graduate,> Rp 15.000.000,42,3,2,3,34516000.0,1763000,32753000.0,1550000,41,0.051,Blue,Single,Existing Customer,0
1304,709204158,36,F,2,Post-Graduate,< Rp 3.000.000,24,5,2,4,3438000.0,1129000,2309000.0,2331000,56,0.328,Blue,Single,Existing Customer,0
1305,751450008,41,M,1,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,32,3,2,4,10266000.0,1390000,8876000.0,1720000,42,0.135,Blue,Single,Existing Customer,0
1306,711694083,59,F,0,Post-Graduate,< Rp 3.000.000,48,4,2,2,3030000.0,1251000,1779000.0,4724000,71,0.413,Blue,Single,Existing Customer,0
1307,713998233,37,F,2,High School,< Rp 3.000.000,36,6,2,4,3586000.0,1414000,2172000.0,2780000,57,0.394,Blue,Single,Existing Customer,0
1308,709730508,39,F,0,High School,Unknown,27,6,3,3,17531000.0,0,17531000.0,4563000,61,0.0,Blue,Single,Existing Customer,0
1309,710506683,47,F,4,High School,Rp 3.000.000 - Rp 5.000.000,39,3,1,0,1746000.0,0,1746000.0,4543000,75,0.0,Blue,Single,Existing Customer,0
1310,711559008,40,F,4,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,28,2,1,2,11642000.0,1501000,10141000.0,9137000,92,0.129,Blue,Single,Existing Customer,0
1311,708499608,49,M,5,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,36,6,1,2,15525000.0,1299000,14226000.0,4042000,78,0.084,Silver,Single,Existing Customer,0
1312,709627983,56,F,3,Post-Graduate,< Rp 3.000.000,36,4,3,0,2535000.0,1699000,836000.0,4497000,68,0.67,Blue,Single,Existing Customer,0
1313,717669483,52,M,1,Graduate,Rp 8.000.000 - Rp 15.000.000,44,3,3,1,34516000.0,0,34516000.0,1737000,38,0.0,Blue,Single,Existing Customer,0
1314,719523108,61,M,0,Post-Graduate,Rp 5.000.000 - Rp 8.000.000,36,6,2,3,11236000.0,576000,10660000.0,4253000,80,0.051,Blue,Single,Existing Customer,0
1315,709967358,48,M,4,Post-Graduate,Rp 8.000.000 - Rp 15.000.000,36,6,2,3,30367000.0,2362000,28005000.0,1671000,27,0.078,Blue,Single,Existing Customer,0
1316,717906783,41,M,5,Graduate,> Rp 15.000.000,29,5,2,2,5207000.0,1748000,3459000.0,1310000,26,0.336,Blue,Single,Existing Customer,0
1317,717050883,60,F,1,High School,< Rp 3.000.000,36,5,2,2,2688000.0,1617000,1071000.0,4183000,71,0.602,Blue,Single,Existing Customer,0
1318,720133908,41,M,2,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,27,4,1,3,4461000.0,900000,3561000.0,4204000,77,0.202,Blue,Single,Existing Customer,0
1319,717750858,32,F,2,Post-Graduate,< Rp 3.000.000,16,3,3,2,2973000.0,2446000,527000.0,3769000,78,0.823,Blue,Single,Existing Customer,0
1320,711416958,33,F,2,Graduate,Unknown,21,3,3,2,5795000.0,0,5795000.0,2322000,65,0.0,Blue,Single,Existing Customer,0
1321,716786808,40,M,5,Post-Graduate,Rp 5.000.000 - Rp 8.000.000,30,3,2,2,1659000.0,0,1659000.0,3838000,66,0.0,Blue,Single,Existing Customer,0
1322,721388283,54,M,2,Post-Graduate,> Rp 15.000.000,45,3,1,4,5597000.0,0,5597000.0,4844000,58,0.0,Blue,Single,Existing Customer,0
1323,715803933,47,M,1,Post-Graduate,Rp 5.000.000 - Rp 8.000.000,36,4,2,2,9090000.0,1371000,7719000.0,4422000,65,0.151,Blue,Single,Existing Customer,0
1324,790112133,47,F,2,Post-Graduate,Rp 3.000.000 - Rp 5.000.000,40,5,3,2,2623000.0,1647000,976000.0,4388000,83,0.628,Blue,Single,Existing Customer,0
1325,716041908,54,F,1,High School,< Rp 3.000.000,43,5,2,4,2082000.0,805000,1277000.0,4383000,75,0.387,Blue,Single,Existing Customer,0
